Open,High,Low,Close,Date,Volume,Volume_Weighted
2296.7,2311.64,2287.1,2298.97,2021-04-14 08:00,24428,2296.8061
2295.7,2301.0,2281.6,2293.26,2021-04-14 09:00,23471,2289.8632
2293.23,2297.41,2281.1,2296.54,2021-04-14 10:00,15915,2288.5949
2295.97,2351.81,2289.8,2347.85,2021-04-14 11:00,45579,2330.5435
2347.8,2379.0,2339.65070257,2373.02,2021-04-14 12:00,30949,2355.1247
2373.01,2391.02,2352.13,2360.1,2021-04-14 13:00,36328,2373.217
2361.97,2403.93,2353.5,2390.52,2021-04-14 14:00,38698,2383.4979
2390.52,2393.71,2370.714,2373.42,2021-04-14 15:00,15828,2382.7941
2371.7,2393.48633395,2328.018,2348.4,2021-04-14 16:00,36560,2368.6609
2346.851,2365.48,2309.016,2343.27,2021-04-14 17:00,32346,2336.9872
2340.628,2380.14,2323.0,2357.8,2021-04-14 18:00,21666,2350.3596
2361.4,2394.82,2356.7,2390.74,2021-04-14 19:00,27526,2381.3712
2390.74,2394.79,2342.6800952,2358.739,2021-04-14 20:00,29598,2375.4264
2356.0,2390.73,2346.94932198,2356.15,2021-04-14 21:00,33601,2373.143
2356.14,2357.257,2292.5,2329.47,2021-04-14 22:00,53229,2328.5133
2329.47,2365.6,2319.1,2349.86,2021-04-14 23:00,42548,2344.4114
2349.61,2386.81,2339.0,2374.715,2021-04-15 00:00,26762,2370.1176
2374.13,2384.72,2321.0,2330.56,2021-04-15 01:00,31286,2353.0589
2330.1,2354.3,2301.5,2336.34,2021-04-15 02:00,46065,2330.8656
2335.72,2352.42,2306.12,2333.27,2021-04-15 03:00,30481,2327.8371
2333.79,2373.5,2321.48,2369.2,2021-04-15 04:00,19836,2346.6119
2369.43,2433.9,2367.04,2425.58,2021-04-15 05:00,52470,2402.6773
2428.0,2439.8,2410.88,2426.9,2021-04-15 06:00,35568,2427.5796
2426.95,2446.96,2412.4,2429.9,2021-04-15 07:00,29756,2435.4186
2432.12,2451.98,2414.8,2415.7,2021-04-15 08:00,24087,2437.2116
2414.1,2428.46,2397.4,2418.19,2021-04-15 09:00,20220,2417.8558
2419.05,2438.44,2397.2,2423.8625034,2021-04-15 10:00,22594,2421.6125
2424.07,2479.0,2414.5,2475.32,2021-04-15 11:00,31054,2452.7598
2472.7,2478.42,2431.9,2450.53,2021-04-15 12:00,24554,2466.069
2450.0,2476.61,2444.0,2466.8,2021-04-15 13:00,18043,2456.5947
2466.58472968,2482.23,2454.1,2464.35,2021-04-15 14:00,22566,2468.7876
2465.0,2481.28,2456.3,2468.003,2021-04-15 15:00,21309,2471.1281
2469.81,2487.0,2424.95,2437.41,2021-04-15 16:00,25045,2459.8511
2437.27,2457.92,2429.5,2449.25,2021-04-15 17:00,16450,2444.2986
2448.774,2459.53,2408.25,2412.82,2021-04-15 18:00,18597,2430.9153
2412.83,2436.77,2400.0,2428.86,2021-04-15 19:00,29846,2424.0121
2429.7,2443.29,2421.8,2440.0,2021-04-15 20:00,24016,2437.573
2440.0,2475.66,2434.1,2467.98,2021-04-15 21:00,21192,2455.3656
2469.66,2482.0,2450.1,2461.0,2021-04-15 22:00,22065,2467.2829
2466.44,2474.6,2447.546,2464.16,2021-04-15 23:00,17559,2461.0445
2464.15,2485.0,2450.1,2456.95,2021-04-16 00:00,28821,2467.4784
2456.96,2465.0,2431.91666955,2459.88,2021-04-16 01:00,19144,2446.644
2463.29,2477.59,2448.1,2472.37,2021-04-16 02:00,18766,2462.2629
2472.73,2496.02,2459.281,2478.914,2021-04-16 03:00,27555,2475.7675
2480.9,2505.1,2478.253,2504.32,2021-04-16 04:00,39848,2495.0972
2502.9,2505.0,2483.05,2505.0,2021-04-16 05:00,37961,2494.6367
2505.0,2544.44,2489.161,2534.17,2021-04-16 06:00,45811,2523.3735
2534.16,2546.82,2503.326,2516.4,2021-04-16 07:00,22530,2526.1373
2517.14,2548.93,2513.552,2530.83,2021-04-16 08:00,20727,2533.9039
2531.19,2537.33,2475.31,2508.99,2021-04-16 09:00,37949,2506.9889
2508.98,2520.0,2482.19,2491.26,2021-04-16 10:00,19294,2504.6653
2491.1,2511.76,2479.409,2499.88,2021-04-16 11:00,23209,2496.8292
2500.21,2501.56,2416.68241602,2425.52,2021-04-16 12:00,34456,2460.1056
2425.88,2457.29,2404.8,2423.42,2021-04-16 13:00,33318,2429.9925
2419.9,2423.99,2369.0,2419.06,2021-04-16 14:00,41101,2397.0307
2418.08,2436.17,2391.541,2428.2,2021-04-16 15:00,17751,2414.8385
